ProblemSize,AvgE2ETime,AvgAlgoTime
4,0.000003390,0.000000261
8,0.000009169,0.000002992
16,0.000015115,0.000003864
32,0.000062900,0.000030193
64,0.000420804,0.000293431
128,0.002931377,0.002401496
256,0.021970602,0.019934571
512,0.177061489,0.169591032
1024,1.729505675,1.700423656
2048,106.399374287,106.288395947
4096,525.733373331,525.291506971
